artists,Track_Count,Avg_Pop,Max_Pop,Avg_Energy,Avg_Dance
Mekon;Roxanne Shante,1,21.0,21,0.97,0.77
DC Breaks;A.M.C;Turno,1,23.0,23,0.99,0.46
Mel Wayne,1,27.0,27,0.44,0.86
Mel Waiters,1,32.0,32,0.53,0.72
Mel Tormé;Stephan Moccio,1,0.0,0,0.02,0.36
DC Breaks;Dave Gibson,1,19.0,19,0.92,0.34
Mel Com Terra,1,37.0,37,0.97,0.64
Mel & Kim,1,57.0,57,0.97,0.7
Mekon;Afrika Bambaataa,1,11.0,11,0.98,0.6
Mehdi Khayami;Kelariz Keshavarz,1,0.0,0,0.04,0.41
Mejk,1,34.0,34,0.83,0.79
DC Breaks;Diane Birch,1,18.0,18,0.87,0.39
DC Grimsta,1,37.0,37,0.72,0.59
Mehdi Khayami;Martina Rudic;Maria Grazia Bellocchio,1,0.0,0,0.46,0.32
Mehdi Khayami;Maria Grazia Bellocchio,1,0.0,0,0.24,0.39
Mehdi Khayami;Lorenzo Gorli;Martina Rudic;Maria Grazia Bellocchio,1,0.0,0,0.29,0.24
Mehdi Khayami;Lorenzo Gorli,1,0.0,0,0.23,0.37
Michelle Simonal,1,0.0,0,0.32,0.48
Michelle Simonal;Natty Bong;Ronan,1,0.0,0,0.53,0.68
Michelle;BANGERZ,1,26.0,26,0.92,0.8
Mini Thin,1,43.0,43,0.61,0.79
Ctrl-Z;Freestylers;Navigator,1,17.0,17,0.92,0.65
Mint Tape,1,40.0,40,0.47,0.65
Mint Royale,1,11.0,11,0.87,0.5
Ministério Vineyard;Nívea Soares,1,44.0,44,0.42,0.3
Ministério Vineyard;Juliano Son,1,39.0,39,0.86,0.41
Ctrl-Z;Freestylers;Navigator;Datsik;Excision,1,13.0,13,0.83,0.78
Ministério Sarando a Terra Ferida,1,45.0,45,0.62,0.47
Ministério Nova Jerusalém;Bruna Karla;Marcos Brunet,1,41.0,41,0.73,0.4
Ministério Nova Jerusalém,1,42.0,42,0.61,0.48
Ministério Koinonya de Louvor;Ludmila Ferber,1,37.0,37,0.37,0.32
Ministério Apascentar de Nova Iguaçu,1,56.0,56,0.45,0.42
Ministério Adoração e Vida;Adriana Arydes,1,39.0,39,0.6,0.49
Cuarteto La Púa;Victoria Di Raimondo,1,24.0,24,0.28,0.5
Cuba Cuba,1,37.0,37,0.84,0.56
Cubicolor,1,44.0,44,0.58,0.73
Cuca,1,45.0,45,0.51,0.67
Minik Knudsen,1,70.0,70,0.01,0.07
Mira Calix,1,11.0,11,0.7,0.47
"Mira, Royal Detective - Cast",1,46.0,46,0.78,0.51
Miracle Legion,1,23.0,23,0.81,0.36
Crystal Mad,1,22.0,22,0.94,0.25
Mis-Teeq;Stargate,1,37.0,37,0.68,0.75
Mis-Teeq,1,61.0,61,0.67,0.73
Crypton;Unproven,1,31.0,31,0.97,0.6
Mirtha Iturra,1,42.0,42,0.52,0.5
Crystal Aikin,1,37.0,37,0.8,0.26
Crystal Castles;Robert Smith,1,61.0,61,0.98,0.48
Mirkelam,1,40.0,40,0.9,0.74
Miriam Peracchi,1,38.0,38,0.09,0.26
Miracle Of Sound,1,60.0,60,0.61,0.56
Miriam Bryant;Joakim Berg,1,38.0,38,0.45,0.63
Miranda!;Jesús Navarro,1,34.0,34,0.55,0.8
Crywolf;Charity Vance,1,37.0,37,0.44,0.5
Miranda Boumedin,1,44.0,44,0.22,0.76
Mirage & Yoko;Tom Socket,1,29.0,29,0.84,0.79
Crywolf;EDEN,1,44.0,44,0.31,0.6
Miracle Of Sound;Peyton Parrish,1,64.0,64,0.79,0.48
Minijau,1,33.0,33,0.42,0.73
Cuchillazo,1,35.0,35,0.63,0.45
Cyclo;Porta;Piter-G,1,32.0,32,0.86,0.52
Cuco Sánchez;Antonio Biribiesca,1,21.0,21,0.26,0.52
Culture Code;Amanda Collis,1,48.0,48,0.63,0.64
Milky Day;frad;Hayne,1,61.0,61,0.46,0.71
Milky Day,1,52.0,52,0.59,0.54
Culture Code;Caslow;Nina Sung,1,51.0,51,0.65,0.64
Culture Code;Dani Poppitt,1,43.0,43,0.57,0.48
Milk & Sugar,1,0.0,0,0.97,0.64
Culture Code;Elle Vee,1,36.0,36,0.61,0.44
Culture Code;Harley Bird,1,43.0,43,0.59,0.73
Culture Code;James Roche;Karra,1,41.0,41,0.86,0.5
Milion Plus;Yzomandias,1,36.0,36,0.53,0.87
Milion Plus;Jickson,1,34.0,34,0.54,0.93
Milieu,1,13.0,13,0.44,0.78
Miley Cyrus,1,0.0,0,0.95,0.52
Miles Wesley;Trevor Daniel,1,51.0,51,0.58,0.42
Miles Davis;John Coltrane;Cannonball Adderley;Bill Evans,1,61.0,61,0.15,0.53
Miles Davis;John Coltrane;Bill Evans,1,63.0,63,0.02,0.42
Miles Away;braev,1,41.0,41,0.64,0.47
Milliarden,1,35.0,35,0.65,0.3
Million Stylez,1,52.0,52,0.48,0.6
Millonario,1,55.0,55,0.63,0.87
Cult Of Fire,1,37.0,37,0.74,0.26
Mingmei Hsueh,1,69.0,69,0.02,0.45
Mindy Gledhill,1,53.0,53,0.33,0.69
Mindless Sinner,1,19.0,19,0.6,0.35
Cuco Valoy;Roberto Torres,1,27.0,27,0.9,0.72
Mind.in.a.box,1,21.0,21,0.75,0.56
Cuencos Tibetanos Sonidos Relajantes,1,21.0,21,0.24,0.12
Mind Against;Dyzen,1,43.0,43,0.78,0.66
Cults,1,81.0,81,0.74,0.17
Milo Edale,1,66.0,66,0.02,0.33
Culture,1,31.0,31,0.56,0.83
Mimi Maura;Chango Spasiuk,1,36.0,36,0.63,0.74
Milton Nascimento;Criolo;Amaro Freitas,1,44.0,44,0.25,0.47
Milton Nascimento;Chico Buarque,1,0.0,0,0.37,0.43
Culture Code,1,40.0,40,0.75,0.54
Culture Code;Alexis Donn,1,47.0,47,0.71,0.59
Milo Liana,1,62.0,62,0.01,0.42
Misael Gauna;Noctilucent,1,37.0,37,0.54,0.61
Crying,1,20.0,20,0.67,0.41
Misanthrop,1,45.0,45,0.86,0.55
Cryex;Qriminal;Ressurectz;Vasto;Scarra;MC Synergy,1,22.0,22,0.86,0.55
MitiS;Tedy,1,47.0,47,0.79,0.49
Cristo Vivo,1,44.0,44,0.5,0.57
MitiS;RØRY,1,43.0,43,0.59,0.49
Cristo Vivo;Vinicius Zulato,1,42.0,42,0.7,0.53
MitiS;Danni Carra,1,42.0,42,0.72,0.44
MitiS;Crystal Skies,1,42.0,42,0.95,0.5
MitiS;Amidy,1,48.0,48,0.6,0.44
MitiS;Adara,1,50.0,50,0.78,0.5
Mithoon;Vishal Mishra;Asees Kaur,1,70.0,70,0.42,0.54
Mithoon;Shilpa Rao,1,58.0,58,0.8,0.82
Mithoon;Papon,1,58.0,58,0.48,0.31
Mithoon;Mohit Chauhan;Sukhwinder Singh;Badshah;Megha Sriram Dalton;Anugrah;Sandeep Shrivastava,1,61.0,61,0.81,0.6
Mithoon;Atif Aslam;Armaan Malik;Arijit Singh;Amaal Mallik;Salman Khan;Mohit Chauhan;Yo Yo Honey Singh;Ankit Tiwari;Sonu Nigam;Neeti Mohan;Sabri Brothers;Tulsi Kumar;Rashmi Virag;Dj Chetas,1,64.0,64,0.76,0.51
Mithoon;Arijit Singh;Sunidhi Chauhan,1,66.0,66,0.56,0.52
Mithoon;Arijit Singh;Shashaa Tirupati,1,70.0,70,0.52,0.53
Mithoon;Arijit Singh;Sayeed Quadri,1,64.0,64,0.47,0.47
Mithoon;Arijit Singh;Neeti Mohan;Karan Malhotra,1,74.0,74,0.48,0.52
Cristina Máximo,1,50.0,50,0.18,0.48
Cristina Mel;Priscilla Alcantara,1,41.0,41,0.63,0.51
Cristina Mel;Leandro Borges,1,41.0,41,0.85,0.58
Mjuk,1,52.0,52,0.0,0.19
Mo' Horizons;Connección Santiago,1,18.0,18,0.78,0.92
Criolo;MC Hariel;Liniker;Maria Vilani;Jaques Morelenbaum,1,42.0,42,0.6,0.61
Criolo;Milton Nascimento,1,44.0,44,0.3,0.43
Criolo;Rael,1,41.0,41,0.82,0.64
Mlelm,1,1.0,1,0.37,0.27
Mk Mukesh;Romeo Baskey;Joshi Pareya,1,35.0,35,0.39,0.61
Crishna;Anju Joseph,1,17.0,17,0.45,0.5
Crispy脆樂團;恐龍的皮,1,44.0,44,0.37,0.46
Criss & Ronny;Koffee el Kafetero;Zaider,1,39.0,39,0.83,0.86
Mizuho Aota;Yuu Tajima;Junko Tsuji;Tadashi Nomura,1,24.0,24,0.35,0.63
Mizmor;Thou,1,19.0,19,0.73,0.27
Mizmo;Roundrobin,1,58.0,58,0.8,0.62
Mizmo;Freeless,1,35.0,35,0.79,0.64
Mizmo,1,60.0,60,0.48,0.74
Miyuki Tsurugi;Sumire Morohoshi,1,24.0,24,0.19,0.16
Miyakawa-kun,1,33.0,33,0.9,0.52
Mithoon;Arijit Singh;Manoj Muntashir,1,64.0,64,0.52,0.6
Cristoph;FEMME,1,58.0,58,0.67,0.68
Mithoon;Aditya Narayan,1,57.0,57,0.92,0.77
Mishelle Master Boys,1,34.0,34,0.68,0.81
Crown The Empire,1,0.0,0,0.84,0.44
Cruachan,1,17.0,17,0.7,0.32
Miss Kittin;The Hacker,1,2.0,2,0.85,0.87
Miss Chantal,1,29.0,29,0.92,0.7
Miss Caffeina,1,55.0,55,0.89,0.6
Crush,1,69.0,69,0.41,0.42
Miso,1,55.0,55,0.43,0.76
Mishaal;Teqkoi;Ondi Vil,1,51.0,51,0.39,0.76
Miss Pooja;Millind Gaba,1,56.0,56,0.74,0.76
Mishaal;Powfu,1,44.0,44,0.59,0.71
Mishaal;Masked Man,1,55.0,55,0.32,0.65
Mishaal,1,47.0,47,0.57,0.71
Crush;j-hope,1,83.0,83,0.71,0.74
Misery Signals,1,0.0,0,0.96,0.26
Cryex;Killer MC,1,21.0,21,0.97,0.54
Cryex;MC Livid;Lauwri,1,21.0,21,0.86,0.6
Miss Monique,1,51.0,51,0.93,0.65
Miss Saigon Original Cast;Alistair Brammer;Tamsin Carroll;Hugh Maynard;Eva Noblezada,1,25.0,25,0.24,0.41
Mithila Michael,1,30.0,30,0.57,0.57
Mister Dex,1,30.0,30,0.91,0.73
Mitchell Tenpenny,1,66.0,66,0.71,0.49
Cristoph;Franky Wah;Artche,1,51.0,51,0.9,0.55
Misty In Roots,1,27.0,27,0.58,0.87
Cristoph;Yotto;Sansa,1,55.0,55,0.76,0.5
Mister V,1,36.0,36,0.78,0.7
Critical Mass;D-Block & S-te-Fan,1,16.0,16,0.75,0.68
Mister Gang,1,33.0,33,0.64,0.78
Missy Raines;Alison Brown;Becky Buller;Molly Tuttle;Sierra Hull,1,23.0,23,0.49,0.63
Miss Saigon Original Cast;Eva Noblezada;Alistair Brammer,1,22.0,22,0.29,0.22
Missionário Shalom;Thiago Brado,1,43.0,43,0.35,0.32
Critical Mass;DJ Weirdo;DJ Sim,1,16.0,16,0.88,0.51
Crooked Still;Aoife O'Donovan,1,40.0,40,0.14,0.67
Miss Saigon Original Cast;Tamsin Carroll;Eva Noblezada,1,25.0,25,0.11,0.54
Miss Saigon Original Cast;Jon Jon Briones;Kwang-Ho Hong,1,20.0,20,0.53,0.48
Miss Saigon Original Cast;Jon Jon Briones;Eva Noblezada;Kwang-Ho Hong,1,25.0,25,0.24,0.39
Miss Saigon Original Cast;Jon Jon Briones;Eva Noblezada,1,21.0,21,0.29,0.52
Miles Away;RUNN;AYMEN,1,44.0,44,0.68,0.55
Miles Away;Gioto,1,35.0,35,0.46,0.65
Miles Away;Exede,1,43.0,43,0.79,0.58
Mike Dunn;Gershon Jackson,1,14.0,14,0.61,0.83
Curren$y;August Alsina;Lil Wayne,1,0.0,0,0.54,0.74
Mihalis Safras;Siwell,1,19.0,19,0.93,0.8
Mihalis Safras;ADM,1,18.0,18,0.89,0.81
Current Joys,1,76.0,76,0.63,0.78
Miguel Rosa;Victor Pradella,1,43.0,43,0.5,0.37
Miguel Montero;Mariano Mores,1,17.0,17,0.17,0.36
Cursive,1,31.0,31,0.9,0.44
Curtis B;Agent K;Keith Mackenzie;DJ Fixx,1,11.0,11,0.96,0.66
Miguel Llobet Solés;Suzannah Bee,1,27.0,27,0.22,0.44
Miguel Llobet Solés;Annabelle Kralisch,1,24.0,24,0.14,0.44
Miguel Cantilo;Hilda Lizarazu;Pedro Y Pablo;Ricardo Mollo;Andrés Calamaro;Ruben Rada;Alejandro Lerner;Fabiana Cantilo;Moris;León Gieco,1,39.0,39,0.88,0.52
Miguel Cantilo,1,35.0,35,0.76,0.61
Curtis Potter;Darrell McCall;Tony Booth,1,10.0,10,0.36,0.67
Miguel Calo;Raul Iriarte;Los Trovadores del Peru,1,18.0,18,0.12,0.47
Miguel Calo;Raul Beron,1,17.0,17,0.13,0.66
Miguel Calo;Alberto Podestá;Orquesta de Miguel Caló,1,19.0,19,0.34,0.55
Miguel Calo;Alberto Podestá,1,18.0,18,0.19,0.65
Miike Snow;Filthy,1,40.0,40,0.89,0.7
Curbi;PollyAnna,1,65.0,65,0.85,0.78
Mijo,1,43.0,43,0.68,0.45
Mike Barnett;Bryan Sutton,1,22.0,22,0.76,0.46
Cupid;Stevie B,1,19.0,19,0.71,0.78
Mike Der Bademeister;Schwalmrebellen,1,27.0,27,1.0,0.66
Mike Der Bademeister;Die Spassrebellen,1,26.0,26,1.0,0.65
Curasbun,1,32.0,32,0.98,0.28
Mike Brant,1,31.0,31,0.39,0.42
Curbi,1,67.0,67,0.86,0.75
Mike Barnett;David Grisman,1,22.0,22,0.56,0.49
Mike Auldridge,1,20.0,20,0.64,0.34
Mika Kobayashi,1,51.0,51,0.64,0.38
Curbi;Helen,1,52.0,52,0.74,0.83
Curbi;Jess Ball,1,57.0,57,0.55,0.72
Mikael Wiehe,1,35.0,35,0.32,0.46
Mika Singh;Payal Dev;Neha Kakkar;Badshah,1,61.0,61,0.81,0.79
Mika Singh;Ali Quli Mirza,1,70.0,70,0.84,0.74
Mika Singh,1,58.0,58,0.89,0.75
Mika Nakashima,1,60.0,60,0.91,0.54
Cusco,1,48.0,48,0.22,0.3
Miguel Bosé;Reyli Barba,1,36.0,36,0.6,0.53
Miguel Bosé;Paulina Rubio,1,28.0,28,0.93,0.69
Mickie Krause;Oli Votti,1,28.0,28,0.91,0.73
Midian Lima;Arthur Callazans,1,41.0,41,0.58,0.52
Cybotron;Dillinja,1,19.0,19,0.94,0.62
Midi Culture,1,49.0,49,0.73,0.74
Midge Ure,1,55.0,55,0.5,0.54
Cybotron;Louderbach,1,4.0,4,0.51,0.73
Micropoint,1,26.0,26,0.98,0.67
Cybotron;Troy Pierce,1,7.0,7,0.58,0.81
Cyclo;Celia Dail,1,31.0,31,0.72,0.77
Midival Punditz;Karsh Kale;Raghu Dixit,1,49.0,49,0.68,0.4
Mickie Krause;Jürgen Drews,1,32.0,32,0.88,0.63
Cyclo;Efe-R,1,28.0,28,0.88,0.65
Cyclo;GARABATTO,1,28.0,28,0.65,0.76
Mickey Mouse;The Gooey Fish,1,43.0,43,0.55,0.72
Mickey Mouse,1,55.0,55,0.53,0.86
Cyclo;Piter-G;Zarcort;Kronno Zomber,1,31.0,31,0.62,0.72
Michiru Aoyama;Marty Hicks,1,0.0,0,0.09,0.2
Midival Punditz,1,35.0,35,0.86,0.44
Midival Punditz;Papon,1,38.0,38,0.7,0.38
Miguel Bosé;Mikel Erentxun,1,32.0,32,0.76,0.66
Midwife,1,43.0,43,0.15,0.2
Miguel Bosé;Hombres G,1,32.0,32,0.52,0.37
Miguel Bosé;Aleks Syntek,1,28.0,28,0.81,0.63
Cut La Roc,1,3.0,3,0.81,0.64
Miguel Angel,1,36.0,36,0.66,0.69
Migue Flow;El Cherry Scom,1,51.0,51,0.81,0.61
Mig;ISK,1,0.0,0,0.7,0.56
Miel De Montagne,1,59.0,59,0.46,0.81
Midtown,1,40.0,40,0.98,0.34
Midix,1,45.0,45,0.6,0.82
Midnite;Pressure,1,27.0,27,0.7,0.67
Midnight Tyrannosaurus;Nimda,1,45.0,45,0.93,0.52
Cyantific;BLVCK CROWZ,1,23.0,23,0.98,0.5
Midnight Teds,1,25.0,25,0.92,0.4
Midnight Smoothie,1,49.0,49,0.6,0.54
Midland;Jon Pardi,1,1.0,1,0.88,0.48
Midix;Chuyko;Lirin,1,51.0,51,0.6,0.78
Cupid;Shorty Da Kid,1,10.0,10,0.73,0.58
Mike Dunn;Jass Mann,1,8.0,8,0.9,0.81
Miles Away;Claire Ridgely,1,52.0,52,0.62,0.5
Mike Dunn;LOA.,1,10.0,10,0.73,0.82
Cupid;Chris Ardoin,1,15.0,15,0.74,0.76
Mike Williams;Moa Lisa,1,52.0,52,0.78,0.72
Mike Williams;Mesto,1,62.0,62,0.91,0.73
Mike Williams;Maia Wright,1,55.0,55,0.74,0.48
Mike Williams;Justin Mylo;Sara Sangfelt,1,51.0,51,0.91,0.65
Cupid;Cristal,1,10.0,10,0.92,0.73
Mike Williams;Brooks,1,46.0,46,0.95,0.66
Mike Williams;Brezy,1,48.0,48,0.78,0.65
Cupid;Foxx,1,8.0,8,0.65,0.81
Mike Teardrop Trio,1,22.0,22,0.93,0.73
Mike Singer;Dardan,1,37.0,37,0.64,0.71
Mike Sheer,1,22.0,22,0.46,0.63
Cupid;Level;Mr Phat,1,8.0,8,0.65,0.79
Cupid;Luke;Big Mucci,1,10.0,10,0.78,0.95
Mike Posner;Gigamesh,1,76.0,76,0.82,0.77
Mike Posner,1,0.0,0,0.85,0.69
Mike Perry;shy martin,1,72.0,72,0.57,0.63
Cupid;Big Pokey,1,29.0,29,0.69,0.69
Cupid;B.o.B,1,39.0,39,0.9,0.62
Mike 曾比特,1,45.0,45,0.8,0.71
Mikis Theodorakis;Miltos Pashalidis,1,24.0,24,0.38,0.41
Miles Away;AXYS;RYYZN,1,35.0,35,0.74,0.56
Miles Away,1,35.0,35,0.47,0.54
Culture Code;Michael Zhonga,1,39.0,39,0.76,0.55
Culture Code;RØRY,1,37.0,37,0.56,0.48
Milburn,1,30.0,30,0.95,0.28
Cupid;69 Boyz,1,21.0,21,0.62,0.7
Mikis Theodorakis;Petros Pandis,1,23.0,23,0.52,0.67
Cupid;Andrew Jackson,1,9.0,9,0.81,0.73
Mikey Erg,1,23.0,23,0.98,0.33
Mikis Theodorakis;Antonis Kalogiannis,1,24.0,24,0.61,0.68
Mikis Theodorakis,1,24.0,24,0.38,0.56
Miki Imai,1,46.0,46,0.52,0.66
Miki Howard,1,37.0,37,0.53,0.57
Mikhail Vavich,1,0.0,0,0.49,0.72
Mikezin;Greezy,1,43.0,43,0.74,0.85
Mikey Spice,1,27.0,27,0.39,0.66
Mike Perry;The Vamps;Sabrina Carpenter,1,56.0,56,0.71,0.72
Mike Perry;Tessa,1,62.0,62,0.71,0.58
Mike Perry;Orange Villa,1,62.0,62,0.81,0.7
Mike Dunn;Tha RC Groove Project;Ron Carroll,1,8.0,8,0.67,0.77
Mike Mohede,1,37.0,37,0.52,0.35
Cupid;Mystikal;Dj Ro,1,11.0,11,0.8,0.84
Mike Mago;MAU;Mohka;Megan Brands,1,52.0,52,0.82,0.63
Mike Mago,1,50.0,50,0.96,0.52
Mike Lazarev,1,54.0,54,0.03,0.49
Cupid;Partners-N-Crime,1,14.0,14,0.77,0.73
Mike Faist;Ben Platt;Will Roland,1,63.0,63,0.73,0.68
Mike Dunn;Saison,1,8.0,8,0.88,0.63
Mike NRG;Alpha²,1,24.0,24,0.83,0.64
Mike Dunn;Ruff N'Stuff;Honey Dijon,1,12.0,12,0.95,0.81
Cupid;Pokey Bear,1,14.0,14,0.56,0.79
Cupid;Pokey Bear;J-WONN;Jeter Jones,1,14.0,14,0.75,0.6
Mike Dunn;MD X-Spress;Oliver Dollar,1,11.0,11,0.94,0.83
Cupid;Raheem DeVaughn,1,8.0,8,0.59,0.7
Cupid;Roi Anthony,1,9.0,9,0.68,0.74
Cupid;Shirley Murdock,1,17.0,17,0.59,0.88
Mike NRG,1,27.0,27,0.89,0.7
Mike NRG;D-Fence,1,24.0,24,0.98,0.47
Mike Perry;Mila Josef,1,61.0,61,0.66,0.66
Mike Perry;Barefoot,1,64.0,64,0.82,0.61
Mike Perry;Isak Danielson,1,62.0,62,0.68,0.56
Mike Perry;Imani Williams,1,54.0,54,0.75,0.54
Mike Perry;Hot Shade;René Miller,1,53.0,53,0.88,0.54
Mike Perry;Hot Shade,1,58.0,58,0.59,0.68
Mike Perry;EBBA,1,58.0,58,0.75,0.75
Mike Perry;Dimitri Vangelis & Wyman;TEN TIMES;The Companions,1,60.0,60,0.75,0.72
Mike Perry;Casso,1,49.0,49,0.8,0.56
Cupid;MC WORLD;Nebu,1,11.0,11,0.75,0.84
Mike NRG;Weapon X,1,23.0,23,0.87,0.55
Mike Oldfield;Joe Hisaishi;New Japan Philharmonic World Dream Orchestra,1,0.0,0,0.13,0.23
Cupid;Mr. Collipark,1,13.0,13,0.75,0.75
Mike Nüchtern;Thekensportlerz,1,31.0,31,0.83,0.56
Mike Nüchtern;Killermichel,1,24.0,24,0.96,0.6
Mike Ness;Brian Setzer,1,26.0,26,0.84,0.52
Mike Ness;Billy Zoom,1,33.0,33,0.92,0.46
Mike Ness,1,29.0,29,0.71,0.5
Cleverson Silva;Álvaro Tito,1,23.0,23,0.92,0.72
Nate Dogg,1,0.0,0,0.42,0.91
Laetitia Dostie,1,65.0,65,0.11,0.36
One True God;Darkk Matter,1,34.0,34,0.85,0.7
OneRepublic;MOTi,1,62.0,62,0.77,0.73
OneRepublic;Logic,1,62.0,62,0.72,0.56
OneRepublic;Collins,1,60.0,60,0.75,0.65
Chase & Status;Maverick Sabre,1,25.0,25,0.9,0.38
Chase & Status;Mr. Vegas,1,23.0,23,0.95,0.58
One Way;Al Hudson,1,37.0,37,0.24,0.61
One Way,1,31.0,31,0.26,0.59
One Voice Children's Choir;Rob Landes,1,44.0,44,0.72,0.64
Chase & Status;New Kidz;Traumatize,1,18.0,18,0.99,0.62
One True God;adam&steve,1,46.0,46,0.81,0.69
Chase & Status;Pip Millett,1,49.0,49,0.84,0.67
One True God;Tiny Elephant,1,33.0,33,0.97,0.67
One True God;Roniit,1,55.0,55,0.75,0.49
One True God;Not The Father,1,36.0,36,0.87,0.75
One True God;MASTERIA,1,51.0,51,0.96,0.75
One True God;Le Castle Vania,1,43.0,43,0.9,0.75
One True God;LICK,1,36.0,36,0.85,0.74
OneRepublic;Santigold,1,47.0,47,0.8,0.55
Chase & Status;Masicka,1,18.0,18,0.65,0.86
Oneness Of Juju,1,17.0,17,0.48,0.62
Onze:20;Projota,1,43.0,43,0.58,0.38
Opera IX,1,16.0,16,0.88,0.19
Open Farra;Guilherme & Benuto,1,44.0,44,0.79,0.63
Ooyy;HDBeenDope,1,45.0,45,0.56,0.68
Chase & Status;IRAH,1,52.0,52,0.89,0.52
Ookay;Flux Pavilion,1,59.0,59,0.86,0.55
Ookay;Elohim;Flux Pavilion,1,37.0,37,0.74,0.61
Chase & Status;Jacob Banks,1,24.0,24,0.8,0.4
Chase & Status;Kabaka Pyramid,1,44.0,44,0.9,0.54
Onur Akın,1,38.0,38,0.75,0.62
Chase & Status;Liam Bailey,1,61.0,61,0.85,0.45
Chase & Status;Louis Mattrs,1,21.0,21,0.94,0.53
Onur Ormen;Tommygunnz,1,39.0,39,0.75,0.7
Onur Ormen;Reaktive;Peter Piffen,1,43.0,43,0.94,0.64
Onur Ormen;Nieko,1,41.0,41,0.87,0.55
Chase & Status;Mali;Feed Me,1,16.0,16,0.8,0.7
Onur Atli;Efekan;Jordan Rys,1,56.0,56,0.9,0.74
One True God;EDDIE,1,51.0,51,0.86,0.65
One True God;Coka Cobra,1,40.0,40,0.79,0.78
Omar S;Colonel Abrams,1,8.0,8,0.64,0.83
One True God;ARIUS,1,38.0,38,0.7,0.68
Omiki;Mandragora,1,41.0,41,0.9,0.66
Chase & Status;Sub Focus;Takura;Carlos Lima,1,17.0,17,0.87,0.52
Chase & Status;Takura,1,47.0,47,0.96,0.59
Chase & Status;Tempa T,1,26.0,26,0.95,0.6
Chase & Status;Tinie Tempah;Wretch 32,1,21.0,21,0.91,0.45
Omar S;troialexis,1,20.0,20,0.25,0.8
Omar S;Tom Bugs,1,13.0,13,0.38,0.81
Omar S;Supercoolwicked,1,35.0,35,0.48,0.6
Chase & Status;Tom Grennan,1,61.0,61,0.78,0.45
Chatmonchy,1,31.0,31,0.82,0.38
Che'Nelle;Crystal Kay;Thelma Aoyama,1,0.0,0,0.8,0.8
Cheat Codes;AJ Mitchell,1,64.0,64,0.69,0.76
Omar S;Kyle Hall;Ob Ignitt,1,11.0,11,0.71,0.75
Cheat Codes;Demi Lovato,1,67.0,67,0.67,0.74
Omar S;John C;L'Renee,1,17.0,17,0.68,0.83
Omar S;Ian Finkelstein,1,10.0,10,0.94,0.76
Cheat Codes;Kris Kross Amsterdam,1,61.0,61,0.69,0.6
Omiki;Melicia,1,37.0,37,0.94,0.52
Omiki;Phanatic;David Trindade,1,37.0,37,0.91,0.33
Omiki;Planet 6;Ankit Sharda,1,33.0,33,0.82,0.59
Chase & Status;Rage,1,22.0,22,0.95,0.4
Chase & Status;Plan B,1,60.0,60,0.78,0.32
One Man Army And The Undead Quartet,1,21.0,21,0.92,0.57
One Hope,1,52.0,52,0.35,0.66
Chase & Status;Plan B;Rage,1,22.0,22,0.78,0.47
Ondubground;Chill Bump;Crenoka,1,24.0,24,0.45,0.72
Ondi Vil;Mishaal,1,52.0,52,0.4,0.48
Chase & Status;Popcaan;IRAH,1,54.0,54,0.96,0.51
Chase & Status;Riko,1,18.0,18,0.57,0.67
Omix Music,1,51.0,51,0.47,0.44
OnDaMiKe;Tooltime,1,10.0,10,0.92,0.7
OnDaMiKe;Thug Shells,1,10.0,10,0.94,0.69
Chase & Status;Skrillex,1,39.0,39,0.82,0.52
Omri Grummet;Nadav Amir-Himmel,1,60.0,60,0.04,0.25
Chase & Status;Sub Focus;Takura,1,24.0,24,0.81,0.53
Omnia;Ira;Blastoyz,1,51.0,51,0.99,0.49
Omnia;Christian Burns,1,37.0,37,0.79,0.49
Chase & Status;Giggs,1,15.0,15,0.83,0.89
Chase & Status;George The Poet;1991,1,19.0,19,0.87,0.38
Chase & Status;Ethan Holt,1,53.0,53,0.66,0.44
"Opi the Hit Machine;Kendo Kaponi;Gotay ""El Autentiko"";Franco ""El Gorilla""",1,39.0,39,0.82,0.69
Charly Black;Juan Magán;Yonny Atella,1,51.0,51,0.79,0.82
Orquesta Silbando,1,21.0,21,0.44,0.69
Orquesta Mulenze,1,27.0,27,0.94,0.59
Orquesta Mondragon,1,29.0,29,0.98,0.5
Charly Black;Sak Noel,1,48.0,48,0.94,0.72
Charly Black;Sak Noel;Cali Y El Dandee;Tarik Jazzy T Thompson,1,35.0,35,0.94,0.76
Charly Black;Sean Paul;Greeicy,1,43.0,43,0.68,0.84
Orquesta Francini-Pontier,1,16.0,16,0.17,0.5
Orquesta El Arranque,1,18.0,18,0.27,0.42
Charly Lownoise & Mental Theo;Etienne Overdijk;Sven Maes,1,22.0,22,0.95,0.44
Orny Adams,1,23.0,23,0.91,0.54
Charly Lownoise & Mental Theo;Wesley Sneijder,1,15.0,15,0.95,0.51
Orlando Voorn;Elliot Fitch,1,15.0,15,0.97,0.71
Orlando Voorn;DJ Abraxas,1,5.0,5,0.95,0.69
Charly Lownoise;Re-Style,1,17.0,17,0.93,0.42
Orlando Marin,1,29.0,29,0.54,0.64
Orlando Julius;The Heliocentrics,1,19.0,19,0.93,0.63
Charly Black;Dj Braindead,1,34.0,34,0.87,0.75
Charly Black;Birchill,1,43.0,43,0.87,0.58
Orup,1,36.0,36,0.64,0.67
Charlie Vergos,1,22.0,22,0.39,0.61
